speaker,timestamp,words
Lola Gamble Clyde,1:33:36,"Oh, no. No, I don't think they had, I don't think they knew half as well as the kids nowadays. I don't really think so. It was all so idealistic, and it was going to be just peaches and cream. They weren't brought up with a sense of responsibility and about the founding of a home and the raising of children. It's much better now, but they say, we're not going to have any children until we can take care of them. And if I live with you a while, I may never marry you because I don't want any children. I think that's a much more honest approach to myself. I think that's much more honest than the way they did in the old days where everything was going to be peaches and cream and the big front was kept up in front of the community and some of the leading businessmen were down visiting the houses that little repute on the side and the whole town knew it. They'd see them going down. And yet the women went around holding their heads up and pretending that everything was just roses between my dear husband and me. And it was just a lie that they were leaving. I think the kids nowadays really have something because they're going to be honest and straightforward about things. And I kind of like this new ritual about not as long as we both shall live, but as long as we both shall love. And when that's over and they want to go out free as the air, we'll go do it. I think the kids really are a lot more honest than they were in the old days. And of course in the old days, the girls were brought up to be so subservient. They weren't capable of going out and holding a job and making their own way in the world. They had to please some man and run and wait on him. Just as a matter of economics, I'm glad I didn't grow up that way. I always knew that I could make a living and that I was smarter than a lot of the boys and that I'd get along. And I never had to worry, you know. And so that gives you a good feeling, too."
Lola Gamble Clyde,1:35:47,"Now, somebody."
Lola Gamble Clyde,1:35:50,"The girls, young women, that their main, what they had to do was try to allure a man, putting someone to take care of them. Yeah, that seems so ridiculous, you know, that they ever were. But yet that was the attitude. We got to get out and get us a man, and then we can just sit on a cushion and sew a fine seam and feast upon strawberry, sugar and cream. We just have a maid when we got a man. And then they could just let themselves go to pot, so to speak, personally and intellectually they would learn to tinkle them up on a piano just to attract a man. Then the piano went out the door as the kids came in. And I, oh, I don't know that that was the general rule. There must have been, there must have been a lot of girls didn't do it that way, but that was part of the way. And they just, if they didn't get married, you know, they were just a failure. They had failed their mission in life."
Sam Schrager,1:36:56,Was that a real fear among the girls?
Lola Gamble Clyde,1:36:58,"Oh, I think so, yes. To make sure you got married and get stuck in... That's right. Then make sure you got married. And don't be an old maid, whatever happened. Those were dirty words. The only thing you could be would be an old maid teacher or an old maid missionary lady. Of course, if you became a missionary, then really you were the bride of Christ you had her maid to. You had just chosen the way of the Lord for eternity and you were taken care of. But all the others were just, it was a very degrading term to be an old maid. Do you think there was a lot of pressure, a lot of social pressure to... Oh, yes. The mothers, most of the mothers of the growing up girls, they were the girl daughter's press agent. You'd go to a little women's missionary society, and the first thing you know they'd be telling about what a wonderful cook Daisy was. And Daisy could just sew anything. And Daisy could bake the finest bread and the most beautiful pies. And all the mothers would ever think, gee, I want my son to marry that Daisy. They were the press agents. They built up these daughters. And when the threshing crews moved from one farm to another, the teenage girls and the young women of the household were brought out and Mary made the finest cake to impress these young, fresher men. And they would have the finest pies. Each home would try to rival the other one and the best kind of cooking to show off the skills of the daughters. So, thrashing was really... Oh, it was a social, it was a social event as well as... You bet. It was a social event. And many of the Sunday schools in the rural communities, the schoolhouse with the honor, would have Sunday school Sunday morning. And really it wasn't so much for the study of the good book as it was a chance for boys to meet girls. And the mothers would have saved that the daughters got right down there to Sunday school. And that was one very... Well, I think it was one very legitimate, maybe purpose of it. The same as the play parties in the country schools would have served another legitimate need for the place for boys to meet girls and for boys to get used to going around and picking out partners and get accustomed to their role as choosers, pickers of choosers."
Sam Schrager,1:39:28,Was that the boys' role?
Lola Gamble Clyde,1:39:30,"Was he supposed to be very active and... Oh, yes. Yeah, they were supposed to, yes. And the girls were supposed to be very meek and mild and never raise their eyes, you know, and be very demure and just sit there waiting. And that's kind of the way it went in those days. So I kind of like the new approach. I think it's just much more open and honest and much more satisfactory. What happened after the marriage to young people who were trained on this idealism that wasn't real and then had to wake up and find out that there was two people that were going to have to make their lives together. Well, that was the trouble. Most of them took it for better or for worse. And as the men used to say, she was a whole lot worse than I ever thought. But they felt an honor bound till death do us part. And they would live up to their marriage vows come hell or high water. And lots of them went on suffering it out to the end. And some of them, and this isn't true of just everybody, you see. There are exceptions both ways. But oftentimes that's what led a lot of the men to drinking and it led a lot of the men to houses of prostitution in other places. And it led to divorce. But divorce was such a naughty word to, you know, if it's for better or for worse, for richer, for poorer, till death do us part. And they meant it literally. And they stuck it out to the bitter end, lots of them."
Sam Schrager,1:41:09,"Was the community really, was there a social condemnation of divorce?"
Lola Gamble Clyde,1:41:15,"Not as much as Carol Rybberink made it in her book, Buffalo Coat. I don't think it was ever quite that bad, you know, where you just felt it just couldn't be done. But I think you had to have pretty good reason."
Lola Gamble Clyde,1:41:34,"But it certainly, it made them feel that they were unsuccessful at least. That the marriage had gone on the rocks and that somebody had failed along the line. Of course, each one always blamed the other one, that they were the failure. They'd just done everything right, but the partner had been a failure. So that sense of failure isn't good either, you know. I think that it's a much more frank, open facing of facts nowadays. And I think something really good will come. And of course, I've always believed that if you had any ability, you were in honor bound to go out and use that ability. That that's why you were given that talent. And that the Lord would ask you for a reckoning."
Lola Gamble Clyde,1:42:20,What did you do with your talent?
Lola Gamble Clyde,1:42:22,"And as I was just saying, as a young girl, I thought I'd like to be a lawyer. There had never been a woman graduate from the University of Idaho. And I had been a good debate student in Lewiston Normal in the Musco High School. And I thought I'd like to be the first woman to graduate from the law school. And had I had the money, I could have done it easily, you know. But I just didn't have the money I'd have to go each year to teach to get enough money, maybe to go to just a summer school. So, you know, that makes it a long, hard process."
Lola Gamble Clyde,1:42:54,"Well, what made the difference that, that was there a whole group of young women like yourself who were saying to this other possibility, no, I'm not going to get married."
Sam Schrager,1:43:09,"Was it a whole group of women? Were there many people that were doing what you were doing, or resisting the old way of going about this?"
Lola Gamble Clyde,1:43:20,"Well, I couldn't say that there was a lot. A lot of them were discriminating, and it seemed like the older you got and got in college, and especially when you got out and held a job, and you knew you could, and have your own paycheck and write your own checks, you realized you just didn't have to marry just anybody. And I think that that was good. That was part of the women's liberation movement, that you felt that you had certain rights of your own, that you had a right to live a little of your own life, and do a few things that you wanted to do besides just stay home and take care of the kids."
