speaker,timestamp,End Time,words
Gus Demus,01:34:03:17,01;34;31;00,It's a lot of fun. A lot of fun and of trouble. If you don't understand it a little bit.
Sam Schrager,01:34:31:02,01;34;48;14,"What would happen in cases where, two guys working on the same job didn't get along very good. Like if the spotter and the and the, And, trimmer didn't get along very good with, with the foreman. Move one of them, or would they just have to live with each other?"
Gus Demus,01:34:48:14,01;35;17;09,"No, no, you don't move the. I said to you, don't move him out because there is no or less he complain. And go to the foreman. Tell him that the. Oh I had a lot of complaints. And then they went over there to do the foreman and told them that I was stopping the churn to to pile up and,"
Gus Demus,01:35:17:11,01;35;47;13,"The foreman wanted, he says, you will, you do as you tell you. He's responsible for the, what are they needs? Whether or not I told them like to the before the foreman in the form or was it because as you you know, what are tell you were. Your one. You want to start."
Gus Demus,01:35:47:16,01;36;02;26,"One follow and over there and all about that. And, I told him why there was a reason for the other. For every time his business. Not every time. Well, you didn't understand. I says that's why."
Gus Demus,01:36:02:28,01;36;24;21,"Oh, they don't move them. Unless there's complain continuously. But you you can't come to them. Disagreement with a lot of people with, people down there quite often."
Gus Demus,01:36:24:24,01;36;37;16,"And so on. They get mad. But the other reason, because they can see that you. You all right?"
Gus Demus,01:36:37:18,01;36;43;03,"And then, of course, the."
Gus Demus,01:36:43:06,01;36;55;16,"Sometime. And then you met with the. There's nothing you can, do about it."
Sam Schrager,01:36:55:19,01;37;00;06,"Do you ever know, know any fights about people fight."
Gus Demus,01:37:00:06,01;37;30;09,"Oh, you can you can fight. You can fight any time there that place there, it's, It's, you can fight anytime. I had one fella. He says, you know, my through the gloves. I took his gloves down. You laid the fighting. That's all right. That's it. You go ahead, spot a lumber. I would fight any or many, many, many, many times when you've met, you know, met in heck."
Gus Demus,01:37:30:12,01;37;46;26,"But, I didn't want to fight, because I do. I know I it was my job, and I don't want to fight with him. Chris, you fools!"
Gus Demus,01:37:46:28,01;37;57;15,"I thought, I don't know what I told anybody. So you. And then learn as you go. And this was cool. I, you know."
Sam Schrager,01:37:57:17,01;38;08;06,"The rule if you if, guys fight, they get canned or not. Is it the rule? If guys fight in the meal, they get canned."
Gus Demus,01:38:08:09,01;38;36;26,"Not always, but the. They don't want. I don't want that to happen. I avoided it as much as possible. There are some. That same guy, he was, he was a Christian. Where he was fighting men all the time. And he fought with somebody, as in, like him out. He fought with another fella. There you go. And told him something about the number on the edge of you."
Gus Demus,01:38:36:26,01;38;49;19,"Said you miss him too much. And what? By what? They, they got in a fight, you know, and, inactive on."
Gus Demus,01:38:49:21,01;38;56;14,"And, of course, of the bush. Is,"
Gus Demus,01:38:56:16,01;39;00;26,There and see it. He.
Gus Demus,01:39:00:28,01;39;14;19,He might fire one or both.
Gus Demus,01:39:14:21,01;39;24;17,"Oh, yeah. You can fight anybody anytime you're. What I never did no, I never had no."
Gus Demus,01:39:24:20,01;39;47;11,"No. Serious over a fight with God's. I talk to them, try to make them understand."
Sam Schrager,01:39:47:13,01;40;08;03,"I've heard that, there was quite a lot of joking and, practical jokes. And there went on down in the mill sometime."
Gus Demus,01:40:08:05,01;40;18;23,"Sometime they know they're joking, but the. With the, same language."
Gus Demus,01:40:18:25,01;40;29;16,"And sometimes that same language brings, and better results. You know?"
Gus Demus,01:40:29:18,01;40;43;20,"And because you can do science, easier than you can talk. And, the other fanatics will see you. My, that is what you."
Gus Demus,01:40:43:22,01;40;47;13,Get in the fight.
Gus Demus,01:40:47:16,01;40;58;14,"But I never did. All my years down there, I always tried to avoid trouble."
Gus Demus,01:40:58:17,01;41;19;22,"You mean. And not that I was afraid of, but, I didn't want to fight them, because in many times, I. They respect me, too. Because if they start something where the you got a hard time to finish, you, but, I never did."
Gus Demus,01:41:19:24,01;41;35;11,"I push one for one time, showing what? And he didn't come back."
Sam Schrager,01:41:35:14,01;41;44;16,"And he talking about the sign language. It. You mean, like, people would misunderstand what the signs meant? When."
Gus Demus,01:41:44:16,01;42;02;19,Yeah. Sometime. Sometimes.
Gus Demus,01:42:02:21,01;42;17;05,"Sometimes. You. In front of the ear of the other fella, through them signs. But,"
Gus Demus,01:42:17:07,01;42;21;05,Yeah.
Gus Demus,01:42:21:08,01;42;52;08,"He said that they said down there that, that follow. It's pretty homey. You heard children. I know for not all these year, but the hard part of it is they were talking to me, with the signs. But the old corner, you know, and, That's one of the fellows. Two sisters. Good goes. And,"
Gus Demus,01:42:52:11,01;43;12;16,"I don't know, I guess you only misunderstood the signs. And you thought he was talking about you sisters. You know that you under go and year one or something. I don't know. And that what a good million."
Gus Demus,01:43:12:18,01;43;24;28,He got over there and choo choo this year and he left. He left? He went out. He left the middle.
Gus Demus,01:43:25:00,01;43;42;00,But the I don't remember now. What are they for him or what? They did? I believe they did. Fighting. Yeah. But you they I follow you.
Gus Demus,01:43:42:03,01;43;49;29,And he asked how much money were. You said.
Gus Demus,01:43:50:02,01;43;57;03,"He said something that then,"
Gus Demus,01:43:57:06,01;44;01;12,"Went with him, you know, and,"
Gus Demus,01:44:01:15,01;44;12;11,"And but his his sisters and his sisters were back, you know, from the back. English. And they were crazy. And they, you know."
Sam Schrager,01:44:12:14,01;44;15;24,Crazy.
Gus Demus,01:44:15:26,01;44;26;25,"Well. And they had no business talking to him. But his sisters and, of course, his sisters were not anywhere."
Gus Demus,01:44:26:27,01;44;27;16,But he knew.
Gus Demus,01:44:27:16,01;44;34;20,"Them. You see, he was from sent down."
Sam Schrager,01:44:34:23,01;44;43;19,"Was there, was there a lot of talk and something I was thinking about a lot of talk about the old country and the old, and then they."
Gus Demus,01:44:43:21,01;45;04;02,"Yeah. Then they. Yes. Because they were all new comers, you know, they were not very long two, three years or five."
Gus Demus,01:45:04:05,01;45;21;15,"Oh yeah. They were quite a bit taller about them and they didn't have nothing else to talk about. The, the, you know. The Dec but they talk about all what they did over there. Mostly."
Gus Demus,01:45:21:17,01;45;31;07,And of course over here was different.
Sam Schrager,01:45:31:09,01;45;37;14,Did they keep up on the news from back there on what was going on in the town?
Gus Demus,01:45:37:16,01;45;48;18,Yeah. Yes. Yes. They keep corresponding.
Gus Demus,01:45:48:21,01;46;01;02,"All the. Except me. I didn't correspond to much, but I did correspondence. Some."
Gus Demus,01:46:01:04,01;46;11;01,"I had a sister back there. And, two brothers."
Gus Demus,01:46:11:04,01;46;15;27,"Who were killed in, or."
Sam Schrager,01:46:15:29,01;46;22;06,"Which one? First to the second. Well, I mean, war."
Gus Demus,01:46:22:08,01;46;30;07,"Or the, second unit. The English war."
Gus Demus,01:46:30:09,01;46;38;16,"Well, you don't know a lot of damage so far."
Gus Demus,01:46:38:18,01;46;47;17,Yeah. He said the water and fire.
Gus Demus,01:46:47:19,01;47;04;21,"Especially in the graves. You know, the only Concord, the Italians went in first, but, they didn't do very much. I don't know, the Germans were doing that. Terrible things."
Gus Demus,01:47:04:23,01;47;17;25,"They killed men for nothing. You know, if you tell them so. They weren't even born villagers. The whole business."
Sam Schrager,01:47:17:28,01;47;25;29,Where were you brothers when they got killed? With the men in the town. In their own town? Or were they in the fighting or.
Gus Demus,01:47:26:02,01;47;34;25,"No, there were no or no more."
Gus Demus,01:47:34:28,01;47;40;24,Defending the.
Gus Demus,01:47:40:27,01;47;51;13,Country.
Gus Demus,01:47:51:16,01;48;15;02,"But then many Germans were we. Oh, they, And there were things. They suffered a lot. And people over there, men and women, both."
Gus Demus,01:48:15:04,01;48;32;05,"Both. Physically and financially. The monies you brought, the put out, money was going good at it. And after you left the regime and there they lost all the."
Gus Demus,01:48:32:07,01;48;36;29,All that money.
Sam Schrager,01:48:37:02,01;48;52;15,"Did did many of the men men here know each other's families from back there? I mean, they did. Many of the men know the families of the people of their friends here that were back there, you know what I mean? Did they know each other's families? Oh, yeah."
Gus Demus,01:48:52:16,01;48;56;01,From those other from the same town. Yeah.
Sam Schrager,01:48:56:04,01;49;02;24,"Well, you said most of the Greeks here were from Dima, right?"
Gus Demus,01:49:02:26,01;49;33;23,"Oh. From central. You. Oh of course there were a lot of them. From different different towns. You not all of them from Geneva there. They were from, Goshen. Lot of other places, but from the mile on them must be about 20 or 35 people here and then, but just as many from the other places."
Gus Demus,01:49:33:26,01;49;38;08,"And we lived seven down there, two."
Sam Schrager,01:49:38:11,01;49;43;22,All the ones who didn't live together.
Gus Demus,01:49:43:24,01;50;00;24,"Sometimes they, agree that they didn't have no room. You know, they agreed to go in and stay with them. But is there a bedroom or the."
Gus Demus,01:50:00:27,01;50;09;11,"Nearby? My granny run Canadian is, the chief town over there. You know, a few of them. Here."
Sam Schrager,01:50:09:13,01;50;12;27,From Crimea and Canadian.
Gus Demus,01:50:12:29,01;50;17;08,
Gus Demus,01:50:17:10,01;50;19;12,"Not very many, but there were a few."
Sam Schrager,01:50:19:14,01;50;20;22,How far away from you?
Gus Demus,01:50:20:22,01;50;28;06,About ten months or less.
Gus Demus,01:50:28:08,01;50;35;11,Now there's a bus running from there to Canadian and then got to port. Where we on you.
Sam Schrager,01:50:35:13,01;50;40;19,From many other towns to here or just just a couple others.
Gus Demus,01:50:40:22,01;50;54;13,"Oh, well, they were, from Canadian, I guess was about, half a dozen down there. And they lived with us."
Gus Demus,01:50:54:15,01;51;03;23,"Or them, but by themselves, you know, they have the they had, houses for themselves."
Sam Schrager,01:51:03:26,01;51;05;26,"And they're from other towns, too."
Gus Demus,01:51:05:28,01;51;13;09,"Oh, yes. Yeah. They're from other towns."
Sam Schrager,01:51:13:11,01;51;17;08,"Were they are they near demise? Well, or were they far away?"
Gus Demus,01:51:17:08,01;51;33;11,"No, those were far, far from the anywhere. They were from, Oh, Tripoli and other places. You,"
Gus Demus,01:51:33:13,01;51;48;06,"Oh, different places, you know. And there were all living together with the other people. And all that mixed."
Sam Schrager,01:51:48:08,01;51;51;24,How many all together did did you do you think?
Gus Demus,01:51:51:24,01;52;03;24,"Oh, was about 20 to 35 from, I thought it was from many. Maybe either 30 or 35. From other places, you know, at,"
Sam Schrager,01:52:03:26,01;52;04;19,So bring.
Gus Demus,01:52:04:19,01;52;06;03,"Them about 60 men, you know."
Sam Schrager,01:52:06:04,01;52;08;00,All together.
Gus Demus,01:52:08:02,01;52;09;24,Yeah. Yeah.
Sam Schrager,01:52:09:26,01;52;12;23,So the most were from. Didn't have any.
Gus Demus,01:52:12:26,01;52;13;22,"I mean, I love."
Sam Schrager,01:52:13:27,01;52;16;00,"One place, but."
Gus Demus,01:52:16:02,01;52;37;00,"But then did you see them there on this year, sitting there on both the, there were a lot of no, no night and, many on the days you. And it took a lot of men then there's an a male then source."
Gus Demus,01:52:37:02,01;52;40;27,
Gus Demus,01:52:40:29,01;52;42;29,Three men men.
Gus Demus,01:52:43:01,01;53;11;10,"Slusher. And helpers in larger. And all kinds. Not a lot of work. You see, it was a it was not, there were a lot of men working up in a mill. Now, in the mill is. I think it's, for 4 or 5 men, I guess. Maybe nine men altogether. I think. I haven't been down there since I do time, I know."
Gus Demus,01:53:11:10,01;53;27;17,"No, no, I mean, I've been down there after I retired when I came from Greece. Of course you knew that one. Showing the mill I know. And on. On. You know, I."
Sam Schrager,01:53:27:17,01;53;30;05,Got some I had some questions I wanted to ask you.
Gus Demus,01:53:30:12,01;53;32;11,Yeah. Go down. Go ahead.
Sam Schrager,01:53:32:13,01;53;53;22,"Well, I, I, one of the things I was, I had here was, were were many of the, the men that were here from Division one and around there were we did many men feel disappointed in this by what they found here compared to what they, no."
Gus Demus,01:53:53:24,01;54;13;04,"No, what they found here, they were not disappointed because if they were disappointed, they wouldn't do that. But, this place here was better than the places that there was before, you see? Like, tell me. See, I came here from the railroad, and the railroad wasn't paying me much, and he was moving from place to place, you see."
Gus Demus,01:54:13:06,01;54;22;17,"And when I came here on stage, you see, and the work was better, and you register better."
Gus Demus,01:54:22:19,01;54;53;15,"They're not disappointed because you they couldn't find anything better. And that's why they stayed here. Because after the. That few a few dollars, maybe they won by 400. You got me some of them young fellas and the others the ones that were already married. They went back to their families and she."
Gus Demus,01:54:53:17,01;54;59;07,"Noticed that, they kept their money."
Sam Schrager,01:54:59:10,01;55;03;29,"Was, the money that they made here worth a lot more in Greece."
Gus Demus,01:55:03:29,01;55;38;21,"Than at that time? Yes. Yes, it was different. Much different in, Up to now. Up to, maybe, ten years ago now. And back to Greece. I noticed that all the prices in the, in, in, shores, there are just some, as there were over here and that pay with, drachma that they got that it was pretty cheap."
Gus Demus,01:55:38:21,01;56;16;12,"Now you had 30, $30 to a dollar. But in order to buy one of those things, you had to pay, quite a few drachmas to buy the things you wanted. There. And, Over here was a little bit different. What I because you could, buy a little cheaper. The, but not very much. And now I think I think it's, it's, the inflation."
Gus Demus,01:56:16:15,01;56;34;13,"It's a war weight. They have to pay, a lot of money over there to get the goods they won. I'm just saying, as they do here. Not exactly, but they."
Gus Demus,01:56:34:16,01;56;44;10,"And I think still, the dollar is worth, $30 of their own."
Sam Schrager,01:56:44:12,01;56;54;25,"Well, to go back to Greece and have a good grub stake."
Sam Schrager,01:56:54:27,01;56;56;07,In those days.
Gus Demus,01:56:56:09,01;56;58;03,"Oh, yeah."
Sam Schrager,01:56:58:05,01;56;59;03,In the early days.
Gus Demus,01:56:59:05,01;57;47;27,"Well, in the early days, if you had, 2 or $3000. Was enough to go to the the new. That is, in 19. Then. 11. 12. 13. 14. And 15 after the World War one. And it was going to be different. You had more. But then when it was $5. A yeah. Then $1 divide one by five with them."
Sam Schrager,01:57:48:00,01;57;50;19,$1 was five drachma. Yeah. And
Gus Demus,01:57:50:21,01;57;57;02,"And the drama was, well, nothing they see."
Sam Schrager,01:57:57:05,01;57;59;04,"So what would, what would the men do with."
Gus Demus,01:57:59:04,01;58;39;08,"So, so it was, beneficial for them to, have dollars and and turn them into darkness. There were, 5 to 1. And then by over the things they were done, you see, because things well, there were cheap well, cheaper than, in this country. Because the, things that they import, they didn't they, they imported from French and England and that exchange was, not as a dollar."
Gus Demus,01:58:39:08,01;58;50;12,It was a different money. The front. Yeah.
Gus Demus,01:58:50:14,01;59;21;10,"English. The brown. I don't know how it was then, but, it it was known as it is now. You see, the English pound was, oh, about $30, wasn't, I don't know, you know. Anyway, they had the English pound and the French because the, the, the, the things that they imported English were, was either French or, English."
Sam Schrager,01:59:21:13,01;59;34;04,"But with, with, so let's say $3,000 here, man. And go back there. What, what could he do. Could he did he have enough money to buy himself a farm and go into farming?"
Gus Demus,01:59:34:04,01;59;35;03,"Yes, yes."
Sam Schrager,01:59:35:03,01;59;36;13,We set up a business.
Gus Demus,01:59:36:13,01;59;51;09,"Yes, yes, $34,000. And that was all right. But now you have to have, 15, 20,000 and there not enough."
Sam Schrager,01:59:51:12,01;59;51;28,Did many.
Gus Demus,01:59:51:29,02;00;00;14,"20,000. You can you can, probably, go into business or by farm or a new thing."
Sam Schrager,02:00:00:16,02;00;09;09,"Was that was that like that was that rare, though, for for men to have that much or was that fairly common for a men to go back there with that much?"
Gus Demus,02:00:09:09,02;00;36;17,"Well, they, those that the kept the money they made probably 3 or $4000. They, yeah, that $54,000 with the, a lot of those fellows, you know, even fellows with the families, they came in and they didn't kill me. I forgot all about their families, and they would have a good time. Yeah."
Gus Demus,02:00:36:19,02;00;43;27,So those. Why there? You just describe them.
Sam Schrager,02:00:44:00,02;00;49;26,"What was the feeling about, guys like that did other the other guys just like them for that?"
Gus Demus,02:00:49:26,02;01;02;00,"They dislike them. Sure. But the, you know, nothing, nothing they could do."
Gus Demus,02:01:02:03,02;01;23;20,"There are many of them that, they came here for their families. They. You were right. Or anything. Not too many, but there's few."
Gus Demus,02:01:23:22,02;01;49;03,"And some got a good job over here, too. But they they named, I think, they didn't do nothing for their families. One fellow particularly, I know, he got a job in, in a sugar factory and,"
Gus Demus,02:01:49:05,02;02;00;18,"Denver, I guess Colorado or somewhere where that is. No sugar beets. What is that place?"
Gus Demus,02:02:00:21,02;02;15;13,"Anyway, he got a good job. He was a foreman over there. And, you know, was probably near. We got married here. He was just."
Gus Demus,02:02:15:16,02;02;20;16,Spending money foolishly.
Gus Demus,02:02:20:19,02;02;28;07,He was no good.
Gus Demus,02:02:28:10,02;02;39;18,"In Colorado, I think some other place. So I stayed back then."
Sam Schrager,02:02:39:21,02;02;44;28,Did did many men send money back for the families?
Gus Demus,02:02:45:01,02;03;09;06,"But, Yeah, those that they were, they had a family. Then they were here. They all. They all did send some quartet ahead, keep some for themselves. You know. Because they didn't know what was going to happen to."
Sam Schrager,02:03:09:08,02;03;34;17,"Do you think that that many, many people missed, the old kind of life, the old society? I would I don't know what it was like for people growing up in your country, but I would guess that maybe the it was a lot more close knit. I mean, it was all families that knew each other and and lived in the same place for a long time."
Sam Schrager,02:03:34:17,02;03;56;03,"Over here, everything was so was so new. And it seems like a lot of the people from the old country didn't know the the new people, so it'd be, you know what I mean? It wouldn't be the same kind of close knit family life and that sort of thing, close knit communities like they had over there."
Gus Demus,02:03:56:05,02;04;09;10,"Yeah. Well, they're not, not close to or. No, like you. And because, here it's different."
Gus Demus,02:04:09:12,02;04;17;19,"In this country. We have,"
Gus Demus,02:04:17:22,02;04;34;11,"Houses in the hills and they're more like, not now, but the from the beginning, they to small, they moved from place to place. You see. Now over there, they don't."
Gus Demus,02:04:34:14,02;05;08;05,"Let it burn them with either, because there's no other place than to move to. And here is, many opportunities. Different, big country. And then you can go from here and go out and get a bigger and better job, or something like that, or sometimes maybe do worse. But still, you want to move. And this is, is is a nation on, on wheels."
Gus Demus,02:05:08:07,02;05;15;03,It's different here all the other than it is over there.
Gus Demus,02:05:15:06,02;05;45;26,"Because the country, it's a wide continental move so much now as they did before. Like, for instance, lot of men are flooded. Flooded men, you know, they move from one place to the other. They don't want to stay in one place. Even single men move around very much. But here they don't. Over there they don't."
Gus Demus,02:05:45:28,02;05;51;18,They don't move because there is no other place to go.
Gus Demus,02:05:51:21,02;05;58;02,"And they, try to."
Gus Demus,02:05:58:04,02;06;34;14,"To stay within their, community. Sometimes they don't like each other from a long period of time, but, They're there to, take it. Because there's some that move there for a better position, such as the teachers and things like that. You know? But not far worse. And because the Farm Mutual is all taken."
Sam Schrager,02:06:34:17,02;06;56;13,"You think if you move around a lot, though, the trouble is there? You think there is a trouble with with making ties with that? That last if you always moving around and changing. I don't know how you get to to, know people for a long time and get to have good friendships."
Gus Demus,02:06:56:16,02;07;22;09,"By moving on. Yeah, well, I don't know, maybe, maybe. But, I'm not over there. You make a lot of friends. You. But, then your last. Very long."
Gus Demus,02:07:22:11,02;07;38;02,"Because you move around, you see. And for here with other friends. Until you settle down, I. Then, of course, you."
Gus Demus,02:07:38:05,02;08;05;19,"You're lucky you all follows. You know, some some follows that, they got tired moving out to the settle down in one place. Then I'm fairly sure that, I hear in Pine Lodge in every place. But, for living for a long time, particularly in the rural areas. What is farming like? Genesee and places like that?"
Gus Demus,02:08:05:19,02;08;40;05,"You know, you find, men in Genesee. They have a farm, the, the farm of their great grandfather. They probably, there's some of them are still, on the on the, Horse homesteads. And they're still there for generations. You."
Sam Schrager,02:08:40:07,02;08;46;27,"Well, do you think there was much homesickness here among the the men that that you left?"
Gus Demus,02:08:46:28,02;09;00;21,"What they must know because, they found a better place here to do work. And there were several more men."
Gus Demus,02:09:00:23,02;09;30;14,"And I don't think it's a much, but, of course, when they, before the, depression, they were all happy. But, after the depression, they, had to either go to a whole country or some, that's scattered around the country here. And I think they didn't come back because they had."
Gus Demus,02:09:30:14,02;09;44;17,"No, there's no job for them over here."
Sam Schrager,02:09:44:19,02;09;52;28,"Did you know, any of the Japanese people that were here? Very well."
Gus Demus,02:09:53:00,02;10;32;25,"Oh, no. Not here, not here or anyplace else. They used to be Japanese here. A lot of young, young students, you know, that we go to the university of, especially in the. In Pullman. And they were working in a box factory here, but, the box factories are not within the make boxes for a long time, you see, took a lot to lose them."
Gus Demus,02:10:32:27,02;10;50;24,"And, they were going to school. They worked in a box factory, and they went to school. I don't know when they went to school, but the they had some some schooling anyway."
Gus Demus,02:10:50:27,02;11;05;17,"And, they all knew and people that were in the Japanese for knowledge, they were all one for the working railroad, the olive oil farm across the."
Gus Demus,02:11:05:17,02;11;11;10,"River, the,"
Gus Demus,02:11:11:12,02;11;45;03,"The other fellow working, green region that they had a job shoes there, you know, but them, follows. I went to school. They worked in a box factory, and I don't know who they would stay or or how they work. But there were quite a few young fellows here. Old students."
Sam Schrager,02:11:45:06,02;11;45;29,Our friend.
Gus Demus,02:11:45:29,02;11;51;05,"When the war broke out in Japanese, when the,"
Sam Schrager,02:11:51:07,02;11;55;22,Two the the camps bombarded Pearl.
Gus Demus,02:11:55:22,02;11;56;13,Harbor.
Gus Demus,02:11:56:16,02;12;04;16,"There were then the Japanese boys, There was one."
Gus Demus,02:12:04:16,02;12;12;28,"Good fellow who nice, nice, good men. But, O'Connell went down there. Look."
Gus Demus,02:12:13:00,02;12;18;11,Watch the general manager here.
Gus Demus,02:12:18:13,02;12;29;17,"When he told him that, They are afraid that the somebody is gonna."
Gus Demus,02:12:29:19,02;12;40;18,"They're going to hurt him, you know, now, the war broke out, and he asked him to leave. Before. I thought he was a good man. Not."
Sam Schrager,02:12:40:20,02;12;43;25,Was he the janitor at the store?
Gus Demus,02:12:43:25,02;12;57;13,"No. It was, the other fellows are generally left the janitor. They thought that the area was taking pictures from all places. You spy. But, I don't know whether the improved right or not."
Sam Schrager,02:12:57:16,02;13;00;14,What did this other guy do or what?
Gus Demus,02:13:00:14,02;13;09;18,"I don't know now, here's a little number in the cards he was with. Man."
Sam Schrager,02:13:09:21,02;13;12;10,You know what became of him?
Gus Demus,02:13:12:13,02;13;21;10,"There was work in. Here, too. Good thing two girls, one boy."
Sam Schrager,02:13:21:12,02;13;23;13,Is he still alive up there?
Gus Demus,02:13:23:15,02;13;28;05,I don't know.
Gus Demus,02:13:28:07,02;13;57;17,"I don't know, was he lived or not? But, his, his boy died, I think, when he was here. And he was young and, the grocer, one of them got made in was, you know, in the Philippine Islands or. A little I don't know exactly where, but, she got me in, I suppose the other one girl, maybe in Spokane."
Gus Demus,02:13:57:19,02;14;23;26,"And I don't know about the old lady. Old man who? She was watching my love this year with the. Good woman. Handwash through her laundry. And she's very, very. You know, anything? It's ripped or anything like that, do I? She."
Gus Demus,02:14:23:28,02;14;25;08,Mend them.
Sam Schrager,02:14:25:10,02;14;37;15,"I've heard I've gotten the feeling that the Japanese, didn't have too easy a time here because. Because they weren't quite, you know. Did you know a lot."
Gus Demus,02:14:37:17,02;15;15;25,"That is natural. You see, with the, people now then Japanese, they were Oriental. And then you then, you know, by themselves, you see two. Then we lived by ourselves here. Know you know, of course, the Greeks and Italians, but again, you like but the language for all the other and, we are more, to mix with Italians than any other, and any other people, you see."
Gus Demus,02:15:15:27,02;15;31;03,"So you never hear. I told you that they were playing that ball over there, and we were out there and and a lot of fun with them. They were drinking. Do you? What?"
Gus Demus,02:15:31:05,02;15;34;07,"And,"
Gus Demus,02:15:34:09,02;16;00;07,"I don't know that the game they played in, in Greece, they had a little ball in the book. They throw that little ball and whoever gets closer to that with their big balls, is made winning. And then sometimes they just, Yeah, you got to, have a lot of practice. So to do that, you know. And sometimes they hit that ball."
Gus Demus,02:16:00:07,02;16;12;13,"Then, when they do that, they were they were caught in Italian. I couldn't understand what they were saying with, but,"
Gus Demus,02:16:12:16,02;16;14;16,"They were, of course, in."
Sam Schrager,02:16:14:19,02;16;17;21,"But the Japanese didn't, they didn't mix."
Gus Demus,02:16:17:27,02;16;38;24,"The mixing at all, right? I was know only one. One all follow you. And he wanted to play. He was a gambler. You want to play? He could just come over and play nice with us. But not very much. Sometimes you get met. Says, yeah, yeah, heck, what?"
Sam Schrager,02:16:38:26,02;16;57;09,"I want to ask you, but about, management a little bit, too, I'm, I was wondering if if you think that that the company made much money from running this town. You think they made good money running the town and renting the houses or not?"
Gus Demus,02:16:57:12,02;17;35;10,"I don't know. I don't know, I don't think they were making much money and probably in the later years, that's probably was the reason that they sold this house was that they wanted to. And, you know, and stay out. You see, I don't think they making very much money because, the houses were all and they had to modernize all of them, all these houses, you see, because they were mother."
Gus Demus,02:17:35:12,02;18;09;06,"All they had here. What, What? My bathroom is over there now. It was pantry. They used to have pantry them days, you know, to keep the their stuff, the groceries and things. They didn't have no refrigerators or anything like that. And the boxes for the, House of the new. So the garage over there was,"
Gus Demus,02:18:09:08,02;18;39;08,"The woodshed. They're born with. Then there's. The wood they bought from, from the company. Maybe they were making money in the first, when they first come here. But when it come, I guess the state or the government must have put a pressure on them. And that's why they started to sell the houses. Because they were."
Gus Demus,02:18:39:10,02;19;14;03,"They are not modern. And they had the modernized, you know, and modernized them house in order to keep the debris in. And that would cost them a lot of money. That's why they, took the solemn and they got the incorporated down here. And you see. And when they incorporated, you were, required to make a modern house or get out or sealant or light."
Gus Demus,02:19:14:05,02;19;14;13,On.
Sam Schrager,02:19:14:13,02;19;17;22,I don't really know if they made that much in the early years.
Gus Demus,02:19:17:22,02;19;19;10,"Well, yes, they did, because."
Sam Schrager,02:19:19:13,02;19;20;26,They did make some money then.
Gus Demus,02:19:20:28,02;19;47;00,"Oh, yeah. And it was, you know, companies that made everything, the store was making big money because they're supplying all the goods for the logging camps, you know, and it was different. Living houses are not modern, but you have to spend much money to just build a, there were a few houses smarted by the magazine."
Gus Demus,02:19:47:02,02;20;09;10,"Not built in up there. And some down in this tree that it was one, 2 or 3 houses of nobody hospital over there. It used to be more large. That was modern. And, that's all the other houses are all within one box, you know."
Sam Schrager,02:20:09:12,02;20;21;07,"Do you think that the company, a company town like this has a lot of advantages for the people that live in it? Or do you think they'd be as well off or better off to just have an ordinary town?"
Gus Demus,02:20:21:09,02;20;23;14,I think the company.
Sam Schrager,02:20:23:16,02;20;25;28,Yeah. I wouldn't know for them in.
Gus Demus,02:20:26:00,02;20;54;17,"Well, I think it's, for the men. It's better to have an up and down and not the company's down because, you know, they'll have, anybody can come in and and do business. Have, they're the, any kind of businessmen start any kind of business and everyone is companies own it. They can do it."
Gus Demus,02:20:54:20,02;21;24;17,"They have the in the place from the company and be there in or the company itself running. So so you see that store not very good for the men. It's what I for the company. It was all right for the company then. But I don't think that now that is when this from up here that they had to modernize all the houses, they got rid of."
Gus Demus,02:21:24:19,02;21;28;24,Them because there they were not they wouldn't pay.
Sam Schrager,02:21:28:26,02;21;37;22,"You think you think, many of the of the people that you knew would have tried to start businesses in this town if they could have in the early days."
Gus Demus,02:21:37:23,02;22;04;20,"Well, yes, they would have made, they would have started business here, same as in the early. The LP was much smaller than this, but they had the business over there on the individual, you know, the companies on there was one big follow that they had a business there for years and a saloon. I don't know how many others."
Gus Demus,02:22:04:22,02;22;28;29,"I had been there for a long time now. But, Baldwin, Bovill, it's all up and down. Cause they don't have a sawmill up there, but, they have, logging operations. Used to be, No logs were going through the. In the early days."
Sam Schrager,02:22:29:01,02;22;48;17,"Well, do you think that that the company did, set its policies and did ran things? Did they do you think they took the welfare or the of the people? Was that you think that was important to them, or do you think the profit was the the about the only thing."
Gus Demus,02:22:48:18,02;22;49;08,"Well, it."
Sam Schrager,02:22:49:10,02;22;49;22,Matter.
Gus Demus,02:22:49:24,02;22;57;15,"No, it they made profit, you know, so I think the, because the people who were paying around, you know."
Sam Schrager,02:22:57:17,02;23;11;00,"I don't just mean for the, just for the town, but I mean just their policies all, all around for the, you know, in the mill and, and in the woods hiring and firing and all that did."
Gus Demus,02:23:11:02,02;23;32;29,"Well, they, they made they made money in the woods. It's a business, you know, they were in the business for for money. They were in the business for, for the pleasure and, if they didn't make money, why couldn't they couldn't, exist?"
Gus Demus,02:23:33:01,02;23;48;17,"And make money in the woods and made money in the store here. And they made money in, yeah, in all places that they, run in the sawmill. The sawmill was making money for them."
